1 0
3 1e-06
7 5e-06
15 2e-05
31 5.6e-05
63 0.000173
127 0.000471
255 0.001317
511 0.003366
1023 0.007951
2047 0.020664
4095 0.048914
8191 0.107496
16383 0.259113
32767 0.569005
65535 1.27941
131071 3.00486
262143 6.93796
524287 15.4927
1048575 33.7993
2097151 73.6906
4194303 164.544
8388607 363.842
16777215 792.706
33554431 1770.86
67108863 3810.88
