Processors	Process	Node		Points	Threads	Construction	Distribution
8		2	ct1pt-tnode007	134217727	8	3.90891	18.2246
8		0	ct1pt-tnode006	32767	10	0.0740692	0.609331
8		1	ct1pt-tnode006	32767	10	0.605657	0.612753
8		7	ct1pt-tnode009	32767	10	0.599461	1.22321
8		4	ct1pt-tnode008	32767	10	0.12615	0.615853
8		6	ct1pt-tnode009	32767	10	0.109109	1.22322
8		5	ct1pt-tnode008	32767	10	0.606409	0.618124
8		3	ct1pt-tnode007	32767	10	0.614324	1.22623
8		2	ct1pt-tnode007	32767	10	0.0865968	1.22623
8		0	ct1pt-tnode006	262143	10	0.0283769	0.00525277
8		1	ct1pt-tnode006	262143	10	0.00974435	0.0260709
8		7	ct1pt-tnode009	262143	10	0.00999186	0.0486976
8		6	ct1pt-tnode009	262143	10	0.0157116	0.0296056
8		3	ct1pt-tnode007	262143	10	0.0124571	0.0364004
8		4	ct1pt-tnode008	262143	10	0.0125557	0.0293609
8		2	ct1pt-tnode007	262143	10	0.0166032	0.0144787
8		5	ct1pt-tnode008	262143	10	0.0121143	0.0460467
8		1	ct1pt-tnode006	2097151	10	0.0747026	0.251561
8		0	ct1pt-tnode006	2097151	10	0.102503	0.228245
8		5	ct1pt-tnode008	2097151	10	0.0528443	0.248814
8		4	ct1pt-tnode008	2097151	10	0.0528296	0.248804
8		7	ct1pt-tnode009	2097151	10	0.0776928	0.250186
8		3	ct1pt-tnode007	2097151	10	0.0508402	0.255164
8		6	ct1pt-tnode009	2097151	10	0.0756975	0.250152
8		2	ct1pt-tnode007	2097151	10	0.0477215	0.255166
8		1	ct1pt-tnode006	16777215	10	0.652141	4.00192
8		0	ct1pt-tnode006	16777215	10	0.643247	3.81944
8		6	ct1pt-tnode009	16777215	10	0.657007	4.55799
8		5	ct1pt-tnode008	16777215	10	0.669651	4.52246
8		3	ct1pt-tnode007	16777215	10	0.621811	4.52311
8		7	ct1pt-tnode009	16777215	10	0.635912	4.56281
8		4	ct1pt-tnode008	16777215	10	0.624947	4.52247
8		2	ct1pt-tnode007	16777215	10	0.611534	4.5231
8		1	ct1pt-tnode006	134217727	10	5.66259	18.172
8		0	ct1pt-tnode006	134217727	10	3.48087	16.7167
8		6	ct1pt-tnode009	134217727	10	6.1394	3.5364
8		5	ct1pt-tnode008	134217727	10	2.53313	3.3471
8		7	ct1pt-tnode009	134217727	10	3.97991	3.53518
8		4	ct1pt-tnode008	134217727	10	2.05852	3.34731
8		3	ct1pt-tnode007	134217727	10	5.55151	18.229
8		2	ct1pt-tnode007	134217727	10	3.41779	18.2291
8		1	ct1pt-tnode006	32767	12	0.592375	0.618483
8		0	ct1pt-tnode006	32767	12	0.108931	0.6158
8		5	ct1pt-tnode008	32767	12	0.598213	0.595035
8		4	ct1pt-tnode008	32767	12	0.134223	0.593111
8		6	ct1pt-tnode009	32767	12	0.0955237	1.21633
8		3	ct1pt-tnode007	32767	12	0.599168	1.2179
8		7	ct1pt-tnode009	32767	12	0.59685	1.21632
8		2	ct1pt-tnode007	32767	12	0.116066	1.2179
8		1	ct1pt-tnode006	262143	12	0.0172342	0.0202963
8		0	ct1pt-tnode006	262143	12	0.0154434	0.0087768
8		5	ct1pt-tnode008	262143	12	0.0119365	0.0472344
8		4	ct1pt-tnode008	262143	12	0.0128624	0.0268492
8		3	ct1pt-tnode007	262143	12	0.0393696	0.0327421
8		6	ct1pt-tnode009	262143	12	0.0189765	0.0270954
8		2	ct1pt-tnode007	262143	12	0.019049	0.0179934
8		7	ct1pt-tnode009	262143	12	0.0128442	0.053881
8		1	ct1pt-tnode006	2097151	12	0.0775896	0.24301
8		0	ct1pt-tnode006	2097151	12	0.0761676	0.219704
8		6	ct1pt-tnode009	2097151	12	0.0798127	0.255497
8		5	ct1pt-tnode008	2097151	12	0.052255	0.242818
8		3	ct1pt-tnode007	2097151	12	0.0587628	0.25526
8		7	ct1pt-tnode009	2097151	12	0.083445	0.255494
8		4	ct1pt-tnode008	2097151	12	0.0472192	0.242816
8		2	ct1pt-tnode007	2097151	12	0.0463108	0.255241
8		1	ct1pt-tnode006	16777215	12	0.629834	4.00176
8		0	ct1pt-tnode006	16777215	12	0.611736	3.82
8		6	ct1pt-tnode009	16777215	12	0.626094	4.5574
8		7	ct1pt-tnode009	16777215	12	0.638099	4.5574
8		5	ct1pt-tnode008	16777215	12	0.64458	4.521
8		3	ct1pt-tnode007	16777215	12	0.634559	4.52235
8		4	ct1pt-tnode008	16777215	12	0.573234	4.52106
8		2	ct1pt-tnode007	16777215	12	0.607892	4.52235
8		1	ct1pt-tnode006	134217727	12	5.3567	18.1663
8		0	ct1pt-tnode006	134217727	12	3.16373	16.7108
8		7	ct1pt-tnode009	134217727	12	3.65305	3.57087
8		5	ct1pt-tnode008	134217727	12	2.33776	3.34326
8		3	ct1pt-tnode007	134217727	12	5.24572	18.248
8		6	ct1pt-tnode009	134217727	12	5.77388	3.57206
8		4	ct1pt-tnode008	134217727	12	1.733	3.34346
8		2	ct1pt-tnode007	134217727	12	3.11295	18.2481
